,idx,class,conversation,Augmentation
945,3846,갈취 대화,"잠깐 나좀봐
저요? 누구세요?
내가 누군지는 알것 없고
왜 그러시나요?
이 형님이 지금 차비가 없어. 집에좀 가고싶은데
저도 돈 없어요
아까 편의점에서 보니까 지갑에 지폐쫌 있던데 거짓말 하지 말고 쉽게쉽게 가자
거기서 부터 따라 오셨나요?
응 그러니까 순수히 줘
하.네.","나 좀 봐봐
저요? 누구세요?
내가 누군지는 알것도 없이
무슨 일이세요?
이 형은 지금 차비가 없어. 집에 좀 가고 싶은데
저도 돈이 없습니다
아까 편의점에서 보니까 지갑에 지폐 좀 있던데 거짓말 하지말고 간단하게 가자
거기서 따라오셨나요?
응, 그러니까 순수하게 줘
다.네."
946,3849,갈취 대화,"김선생 이번에 우리가 동문회하는 데 돈이 좀 모자르네.
 네. 그렇군요.
 김선생. 당신 좀 눈치가 없나 허허.
 무슨 말씀이신지.
 당신 교수되기 싫어? 허허 김선생이 왜 후배 이선생보다 아직도 교수가 못되었는 지 이제 알겠구만.
 교수님!
 아니 동문회비 그거 얼마나 한다고 그러나. 교수가 되려면 말이지 이런데 통이 커야하네.
 죄송합니다. 저 이번달에 아내가 출산해서 빠듯합니다.
 그렇지. 자식이 중요하지. 그런데 자네 교수되는건 안중요하다는 말이지.
 교수님 그런 의미 아닌거 아시지않습니까","김 선생님, 이번에 우리가 동창회를 하는데 돈이 좀 부족하네.
네, 그렇죠.
김선생님 너 좀 눈치 없나 하하.
어떻게 된 일인지.
너 교수가 되고 싶지 않아? 하하, 김 선생이 왜 후배인 이 선생보다 아직 교수가 되지 않았는지 이제 알았다.
교수님!
아니, 동창회비는 얼마나 한다는 거야. 교수가 되려면 이런 곳에 도량이 커야 해.
죄송합니다. 나는 이번 달에 아내가 출산해서 빠듯해요.
그러게 애들이 중요해. 그런데 네가 교수가 되는 건 중요하지 않다는 거야.
교수님 그런 뜻 아닌 거 아시잖아요"
947,3851,갈취 대화,"내일 학교올때 십만원 가져와
이제 더이상 구할데가없어
너네 부모님에게 부탁해
안돼 벌써 거짓말인거 들켰어
그럼 어쩔수 없이 너가 길동술집에 간거 쌤이랑 너네 부모님에게 알리는수밖에
제발 그건 비밀로 하기로했잖아
그러니깐 비밀유지비를 내야지
그런게 어딨어?
내일이야 내일까지 십만원 준비해서 와
제발 그러지마","내일 학교 올때 십만원 가져와
이제 더 이상 손에 넣을 곳이 없다
너의 부모님께 부탁해
안돼, 이미 거짓말이라고 들켰어
그럼 어쩔수없이 당신이 길동주점에 간것을 선생님과 당신의 부모님께 알리는수밖에
제발 그것은 비밀로 하기로 했잖아
그래서 비밀 유지비를 내야 돼
그런 게 어디 있어?
내일이야, 내일까지 십만원 준비해와
제발 그만해"
948,3852,갈취 대화,"여기가 어딘가요?
 야 있는 돈 다 내놔. 맞기 싫으면
 아니 댁은 누구신대 다짜고짜 이러세요?
 확! 맞고 내 놓을래?
 때리지 마세요 돈 다 드릴테니까 때리지 마세요
 진작 그럴 것이지 왜 뜸을 들이고 그래?
 누가 시킨건가요?
 시키긴 누가 시켜? 네가 딱 내 눈에 들어온거지
 이게 다에요
 그래 밤길 조심히 다녀라","여기가 어디예요?
야, 있는 돈 다 내놔. 맞기 싫으면
아니, 댁은 누구세요? 갑자기 이러는 거예요?
쏙! 맞고 꺼낼래?
때리지 마세요 돈을 다 드릴 테니 때리지 마세요
진작에 그렇겠지, 왜 쉬쉬하는 거야?
누가 주문했어요?
누가 주문할건데? 네가 딱 내 눈에 들어온 거야
이것이 전부입니다
그러게 밤길 조심해"
949,3853,갈취 대화,"야 너 핸드폰좀 줘봐
왜그러세요
아니 잠깐 통화좀하려는데
아니 싫어요
야 통화만하고 준다니까
아니 이거 제폰인데 왜 본인폰처럼그러세요
맞고줄래 그냥줄래?
하 진짜 왜그러세요
이거 진짜 개기네? 좋은말할때 내놔라
이러지 마세요.","야, 오빠. 휴대폰 줘
어쩌다가 이렇게 됐어요.
아니, 전화 좀 하려고 하는데
싫어요 싫어요
야, 전화만 해 준대
아니, 이거 내 핸드폰인데 왜 본인 핸드폰처럼 보여요
맞아줄래? 그냥 줄래?
어휴, 정말 왜 그래요
이거 진짜 개기네? 좋은 말을 할 때 내놔라
하지 마세요."
950,3862,갈취 대화,"아줌마 누가 여기서 장사하래요? 여기서 장사하시면 안돼요 !
 안되긴 뭐가 안돼요? 내가 여기서 장사한지가 벌써 3달째에요 .
3달이나 됐어요? 어이구 그동안 신경을 못썼더니 .
 자리 비워요!
 안돼요 못 비켜요 ! 
장사하고싶으면 자릿세 내고 하세요! 3달째라고 하니 한달에 20만원씩 60만원 내 놔요!
 그런게 어디있어요 ?
 싫으면 당장 비켜요 안그럼 이거 다 부셔버릴테니깐!
빡돌면 책임 못져요 .좋은말로 할때 자릿세 내놔요!
알겠어요. 드릴게요 .대신 조금만 깎아주세요!","이모, 누가 여기서 장사하라는 거예요? 여기서 장사하면 안 돼요!
안 된다는 게 뭐가 안 되는 거예요? 제가 여기서 장사한지 벌써 3개월째입니다.
3개월이나 됐어요? 어머 그동안 신경 안 썼는데.
자리를 비켜주세요!
안 돼요 비켜요!
장사하고 싶으면 자릿세를 내고 하세요! 3개월째라고 하니까 한달에 20만원씩 60만원 내놔주세요!
그런 게 어디 있어요?
싫으면 바로 비켜주세요. 그렇지 않으면 이걸 다 부숴버릴 테니까!
독하면 책임질 수 없어요. 좋은 말로 할 때 자릿세를 내세요!
알겠어요。 드릴게요. 대신 조금만 깎아주세요!"
951,3864,갈취 대화,"나 오늘 생일인데.
생일 축하해 민아야.
생일 축하한다는게 끝이야?
응.? 그럼.뭘.
애들은 지금 다 만원씩 줬거든?
응.?미안해. 내가 지금 돈이.
웃기지마. 지갑 내놔.
싫어.왜 내가 친하지도 않은.
안 친해? 같은 반 친구가? 이거지 지갑? 잘쓴다고마워
돌려줘! 그거 심부름해야하는 돈이란말야.!","나 오늘 생일인데.
미나 생일 축하해.
생일 축하한다고 끝이야?
응? 당연하지 뭘.
애들은 지금 다 1만원씩 준 거야?
응? 미안해. 내가 지금 돈이.
웃기지 마. 지갑 내놔.
싫어 왜 내가 친하지도 않니?
안 친해? 같은 반 친구가? 이거야, 지갑? 잘 쓴다고 말해줘서 고마워
돌려줘! 그거 쓰셔야 할 돈이란 말이야!"
952,3872,갈취 대화,"야 가지고 왔냐?
미안해. 아버지가 안 주무셔서 못가지고 나왔어.
새끼야. 그럼 만들어 왔어야지. 내가 만만해보이지?
미안. 그렇게 큰 돈은 못구하겠어
씨발. 장난하냐?
민철아. 한번만 봐주라. 정말 못 구하겠어
죽을래? 그럼 만원짜리 한장이라도 만들어왔어야지!
미안.
아 됐고. 너 지금 얼마있어? 주머니 뒤져서 나오면 죽는거 알지?
오.오천원 있어","야, 갖고 왔냐?
미안해 아버지가 안 주무셔서 못 가져왔어.
아가야 그럼 만들어와야지. 내가 만만해 보이지?
미안, 그런 큰 돈은 손에 넣을 수 없어
장난해?
민철아 한 번만 봐. 정말로 손에 넣을 수 없는
죽을래? 그럼 1만원짜리 한 장이라도 만들어 왔어야 했어!
미안.
아, 좋아. 너 지금 얼마 가지고 있어? 주머니 찾아서 나오면 죽는거 알지?
오.오천원 있어"
953,3877,갈취 대화,"제가 오늘 솔루션을 구매했는데요 저랑 안맞더라구 환불해주세요
네 고객님 이미 사용하신 것에 대해서는 이용료를 차감하고 환불해드리겠습니다
아니 내가 테스트하려고 사용한건데 그걸 왜 차감시켜요?
저희 서버나 서비스 이용료로
아니 그런건 모르겠고 오늘 결제해서 사용해보니 내가 불편해서 그런거 아니야
네 불편하셨다니 송구스럽습니다만
됐고 빨리 환불이나해줘!!!!! 일처리 제대로 안해?
환불 수수료 10프로 제외입니다.
아니!!! 무슨!!! 수수료를 10프로나 떼!!!! 장난하나!!! 내가 뭐 얼마나 썼다고 장난해?? 네 윗사람 나오라 그래 직원 교육을 뭐 이따위로 시켰어!
사용료의 50프로를 사용하셨습니다 고객님 
너는 됐고!!빨리 윗사람 부르라고!!!","제가 오늘 솔루션을 구매했는데요 저랑 맞지 않으시면 환불해주세요
네, 고객님. 이미 사용하신 것에 대해서는 이용료를 제하고 환불해 드립니다
아니, 제가 테스트하려고 사용했는데 그걸 왜 빼요?
저희 서버 및 서비스 이용료로
아니 그런건 모르겠는데 오늘 결제해서 써보니까 내가 불편해서 그런거 아니야
네, 불편을 드려서 죄송합니다만
괜찮으니까 빨리 환불해줘!!!!! 일 처리 제대로 안 해?
환불 수수료는 10% 제외입니다.
아니! 뭐야!!! 수수료를 10%나 떼서!!!! 장난치는거야!!! 내가 얼마나 썼다고 장난치는거야?? 네 윗사람이 나오라고 해서 직원 교육을 왜 이렇게 시킨 거야!
사용료의 50퍼센트를 사용하셨습니다 손님
당신은 좋아요!! 빨리 윗사람을 부르라고!!!"
954,3878,갈취 대화,"내가 당신 회사의 중요 정보를 갖고 있어.
네? 무슨 소리세요?
저번에 당신이 메일로 보냈던 중요 정보 그거 내가 해킹했어. 
네? 정말인가요?
이 정보 정말 중요한 걸로 알고 있는데 내가 경쟁 회사에 넘겨도 괜찮겠나?
안됩니다 선생님. 뭘 원하십니까?
내일까지 2천만원을 내 계좌로 보내. 그렇지 않으면 바로 넘기겠다.
어떻게 그 금액을 내일까지 마련합니까 선생님
기한은 내일까지다. 다른 선택지는 없어.
알겠습니다 선생님. 최대한 마련해보겠습니다.","내가 너희 회사의 중요 정보를 가지고 있어.
어? 무슨 소리예요?
지난번에 네가 메일로 보낸 중요 정보 그거 내가 해킹했어.
어? 정말요?
이 정보는 정말 중요한 것으로 알고 있는데, 내가 경쟁사에 넘겨도 될까?
안 돼요, 선생님. 무엇을 원하시나요?
내일까지 2천만원을 내 계좌로 보내줘. 그렇지 않으면 바로 건네준다.
어떻게 그 금액을 내일까지 마련하나요, 선생님
기한은 내일까지다. 다른 선택지는 없다.
알겠습니다 선생님. 최대한 준비해볼게요."
955,3880,갈취 대화,"야 이 시계 예쁜데
생일선물로 받은거야
이거 나 주고 가라
안돼
이게 어디 까불어 그냥줄래 맞고 줄래
이거 말고 나 가지고 있는 돈다주께
돈 얼마있는데
2만 5천원 있어
잘됐네 돈도 주고 시계도주고 가라 몸 성히 집에 가고싶으면
제발 때리지마","야, 이 시계 예쁘다
생일선물로 받은거야
이거 나한테 주고 가
안돼
이건 까불지 마. 얻어맞고 말 거야
이거말고 내가 가진돈 다줄께
돈 얼마나 있니
2만5천원 있어요
다행이네. 돈 주고 시계도 주고 가. 몸으로 집에 가고 싶다면
제발 때리지 마라"
956,3882,갈취 대화,"야. 너 모아놓은거 있지? 좀 줘봐라.
없어. 꺼져.
이 개념없는 새끼보소? 형한테 말하는 본새가 그게 뭐냐?
니같은게 형이냐?? 어?? 제발 좀 내 인생에서 꺼져!
이야 새끼 대가리 많이 컷네. 개길 줄도 알고 근데 어짜냐 꺼지기 싫은데???
아아악!!!!!!
그새끼 목청한번 좋네. 좋은 말로 할때 돈 내놔 그럼 오늘은 꺼져줄터니까
지랄하지마
하 새끼 좋은 말로 하면 안듣네 니가 지금 이러면 안될텐데?
헛소리하지말고 꺼지라고!!!!
제수씨는 아냐? 필리핀에서 니가 새끼 까놓은거? 지금은 나만아는 일이고 니가 돈만 주면 앞으로도 나만 아는 일 일수도 있는데 말이야","야, 너 모아놓은 거 있지? 좀 줘봐.
없어. 사라져.
이 개념 없는 놈은? 형한테 말하는 본령이 뭐야?
너같은게 오빠야? 에?? 제발 내 인생에서 사라져!
와, 애가 머리가 많이 컸네. 접을 수도 있고. 그런데 왜 그래. 사라지고 싶지 않은데???
아아!!!!!!
쟤 목소리 한번 좋네. 좋은 말로 할 때 돈을 내라. 그러면 오늘은 사라져 주니까
웃기지마
얘 말 잘하니까 안 듣네. 네가 지금 이러면 안 될 것 같은데?
헛소리 말고 꺼지라고!!!!
부인은 알아? 필리핀에서 네가 아기를 낳았어? 지금은 나만 아는것이고 니가 돈만 준다면 앞으로도 나만 아는것일지도 모르는데"
957,3895,갈취 대화,"언니!
 응 왜? 무슨 일?
 나 옷 하나만 줘.
 안돼! 너 더럽게 입잖아.
 빌려달라면 빌려줘!!
 응 싫어
 안빌려주면 언니 시험점수 나온거 엄마한테 말할거야.
 그거 안돼. 엄마 모른단말이야.
 그니까 내놔!!!
 줘.!
 이제 내꺼야 꺼져","언니!
응, 무슨 일이야?
나한테 옷 하나만 줘.
안 돼! 너 지저분하게 입잖아.
빌려달라고 하면 빌려줘!!
응, 싫어
빌려주지 않으면, 언니의 시험 점수가 나온 것을 엄마에게 말할 거야.
그건 안 돼. 엄마 모르는 거야.
그러니까 내!!!
줘!
이제 나의 것이다 사라져"
958,3897,갈취 대화,"야 김수미 시간있냐
무슨 일이야
잠깐와봐
왜그래
너 그 패딩 이번 신상이지 이쁘다
어어 생일 선물이야
나오늘 중요한날인데 좀 빌리자
안되는데 나도 입어야되는데
잠깐 입고 줄께 그대신 내꺼 입어
아 안되는데.","김수미, 시간 있어
무슨 일이야
좀 와 봐
왜 그래
당신의 그 다운 이번에 새로나온거지? 이쁘다
응응 생일선물이야
나 오늘 중요한 날이니까 좀 빌리자
안 돼 나도 입어야 되는데
좀 입어줄게. 그대신 내꺼 입고
아, 안 되는데."
959,3901,갈취 대화,"김대리. 약속한 기간이 얼마 남지 않았어?
부장님. 제가 그런 돈이 어딨습니까. 이건 말이 안된다구요오옷
말이 안돼? 네 놈이 법인카드를 네 곳간마냥 긁고다닌 것은 말이 되니?
아 부장님!
잔말말구 일억. 일억 입금하고 나도 입 싹 닦을게. 김대리 나도 너 오래 보고 싶다? 우리 오래 가야지. 올라가야지 같이
부장님 한 번만 눈 감아주시면 뭐든 다 하겠습니다
뭐든 다 한다?
네.뭐든요.","김대리, 약속한 기간이 얼마 남지 않았어?
부장님, 저한테 그런 돈이 어디 있어요? 이건 말도 안 된다구요 윽
말도 안 돼? 네가 법인카드를 네 군데처럼 긁고 다닌 게 말이 돼?
아, 부장님!
아무 생각 없이 1억. 일억 입금하고 나도 입 닦을게. 김 대리, 나도 너를 오래 보고 싶어? 우리 오래 가야 돼. 같이 올라가야지
부장님 한번만 눈감아주시면 뭐든지 하겠습니다
뭐든지 할 수 있어?
네, 아무거나요."
960,3906,갈취 대화,"야일루와바
누구세요?
돈잇는거다내놔
없어요.
뒤져서나오면 죽을때까지 맞는다.
진짜없어요
가방안에이건뭐냐? 이건 그냥종이냐?
그건안되요 중요한돈이에요.
닥쳐 어금니꽉물어라 아플테니까
돈가져가세요. 때리지만마세요.","야이루와바
누구세요?
돈 있는 건 다 내 놓고
없어요.
나중에 나오면 죽을 때까지 얻어맞는다.
정말 없습니다
가방 안에 있는 게 뭐야? 이건 그냥 종이야?
그건 안 돼요, 중요한 돈이에요.
입 다물어 어금니 물어뜯어 아프니까
돈을 가져가세요. 때리지 마세요."
